id,elevation,ozone,NO2,azimuth,zenith,incidence_azimuth,incidence_zenith,file_name_l1,value_550
1661,1601,289,0.261,144.1,31.9,235.4,3.7,Denver_LaCasa_39-77949_-105-00518_COPERNICUS_S2_20190820T174911_20190820T175236_T13TDE.tif,0.115
1662,1601,288,0.264,141.1,33.5,107,10.6,Denver_LaCasa_39-77949_-105-00518_COPERNICUS_S2_20190822T173909_20190822T174339_T13TDE.tif,0.122
1663,1601,286,0.279,145.2,36.3,107,10.6,Denver_LaCasa_39-77949_-105-00518_COPERNICUS_S2_20190901T173909_20190901T175144_T13TDE.tif,0.072
1666,1601,279,0.326,158.7,44.4,234.2,3.6,Denver_LaCasa_39-77949_-105-00518_COPERNICUS_S2_20190929T175131_20190929T175231_T13TDE.tif,0.042
1667,1601,307,0.354,160.7,63.8,232.3,3.6,Denver_LaCasa_39-77949_-105-00518_COPERNICUS_S2_20200112T175709_20200112T180017_T13TDE.tif,0.035
1668,1601,325,0.331,157,56.9,231.5,3.6,Denver_LaCasa_39-77949_-105-00518_COPERNICUS_S2_20200211T175449_20200211T175449_T13TDE.tif,0.048
1669,1601,332,0.324,153.4,52.2,232.8,3.6,Denver_LaCasa_39-77949_-105-00518_COPERNICUS_S2_20200226T175311_20200226T175558_T13TDE.tif,0.039
1670,1601,335,0.301,138.4,29.4,106.3,10.6,Denver_LaCasa_39-77949_-105-00518_COPERNICUS_S2_20200503T173911_20200503T174634_T13TDE.tif,0.086
1671,1601,335,0.298,162.4,23.8,235.2,3.7,Denver_LaCasa_39-77949_-105-00518_COPERNICUS_S2_20200506T174911_20200506T175505_T13TDE.tif,0.152
1673,1601,328,0.284,137.6,24.4,232.8,3.6,Denver_LaCasa_39-77949_-105-00518_COPERNICUS_S2_20200521T174909_20200521T175736_T13TDE.tif,0.053
1674,1601,324,0.28,112.5,33.8,107.1,10.6,Denver_LaCasa_39-77949_-105-00518_COPERNICUS_S2_20200528T173909_20200528T174743_T13TDE.tif,0.132
1675,1601,322,0.278,135.2,23,233.1,3.6,Denver_LaCasa_39-77949_-105-00518_COPERNICUS_S2_20200531T174909_20200531T175738_T13TDE.tif,0.056
1677,1601,315,0.271,133.6,22.2,233.1,3.6,Denver_LaCasa_39-77949_-105-00518_COPERNICUS_S2_20200610T174909_20200610T175528_T13TDE.tif,0.025
1678,1601,310,0.263,130.5,22.7,232.8,3.6,Denver_LaCasa_39-77949_-105-00518_COPERNICUS_S2_20200620T174909_20200620T175739_T13TDE.tif,0.046
1679,1601,302,0.251,131.7,23.3,233.8,3.6,Denver_LaCasa_39-77949_-105-00518_COPERNICUS_S2_20200705T174911_20200705T175951_T13TDE.tif,0.049
1680,1601,297,0.245,129.8,26,107.3,10.7,Denver_LaCasa_39-77949_-105-00518_COPERNICUS_S2_20200717T173909_20200717T174523_T13TDE.tif,0.103
1681,1601,295,0.248,130.7,28.3,107.2,10.7,Denver_LaCasa_39-77949_-105-00518_COPERNICUS_S2_20200727T173909_20200727T174220_T13TDE.tif,0.095
1682,1601,290,0.256,139.1,32.2,107.1,10.6,Denver_LaCasa_39-77949_-105-00518_COPERNICUS_S2_20200816T173909_20200816T175147_T13TDE.tif,0.372
1684,1601,287,0.27,142.2,35.1,107.1,10.6,Denver_LaCasa_39-77949_-105-00518_COPERNICUS_S2_20200826T173909_20200826T174742_T13TDE.tif,0.43
1685,1601,285,0.285,146.8,37.7,107,10.6,Denver_LaCasa_39-77949_-105-00518_COPERNICUS_S2_20200905T173909_20200905T175234_T13TDE.tif,0.127
1686,1601,279,0.324,158.6,44.3,232.7,3.6,Denver_LaCasa_39-77949_-105-00518_COPERNICUS_S2_20200928T175029_20200928T175705_T13TDE.tif,0.076
1687,1601,276,0.343,160.1,48,233.1,3.6,Denver_LaCasa_39-77949_-105-00518_COPERNICUS_S2_20201008T175139_20201008T180228_T13TDE.tif,0.309
1688,1601,276,0.347,158.7,49.1,106.3,10.6,Denver_LaCasa_39-77949_-105-00518_COPERNICUS_S2_20201010T174251_20201010T174610_T13TDE.tif,0.129
1689,1601,275,0.353,163.6,49.3,235,3.6,Denver_LaCasa_39-77949_-105-00518_COPERNICUS_S2_20201013T175311_20201013T180206_T13TDE.tif,0.038
1690,87,254,0.255,156.2,51.9,133.4,3.2,DEWA_ResearchCentre_24-766847_55-369125_COPERNICUS_S2_20181215T065251_20181215T065254_T40RCN.tif,0.144
1691,87,262,0.257,147,44.3,133.3,3.2,DEWA_ResearchCentre_24-766847_55-369125_COPERNICUS_S2_20190213T065001_20190213T065850_T40RCN.tif,0.191
1693,87,272,0.277,137.3,37.5,133.4,3.3,DEWA_ResearchCentre_24-766847_55-369125_COPERNICUS_S2_20190310T064709_20190310T065606_T40RCN.tif,0.207
1694,87,275,0.285,131.9,35,133.3,3.3,DEWA_ResearchCentre_24-766847_55-369125_COPERNICUS_S2_20190320T064629_20190320T070157_T40RCN.tif,0.187
1697,87,283,0.301,114.6,24.9,133.8,3.2,DEWA_ResearchCentre_24-766847_55-369125_COPERNICUS_S2_20190424T064631_20190424T070122_T40RCN.tif,0.347
1698,87,285,0.297,105.4,22.1,135.7,3.2,DEWA_ResearchCentre_24-766847_55-369125_COPERNICUS_S2_20190509T064629_20190509T065931_T40RCN.tif,0.399
1699,87,286,0.3,90.5,21.2,134.8,3.2,DEWA_ResearchCentre_24-766847_55-369125_COPERNICUS_S2_20190608T064629_20190608T065525_T40RCN.tif,0.299
1702,87,283,0.27,92.2,22.9,134.5,3.2,DEWA_ResearchCentre_24-766847_55-369125_COPERNICUS_S2_20190713T064631_20190713T065718_T40RCN.tif,0.455
1703,87,282,0.266,90.2,30.5,135.4,3.2,DEWA_ResearchCentre_24-766847_55-369125_COPERNICUS_S2_20190718T064629_20190718T065501_T40RCN.tif,0.646
1705,87,271,0.283,139.2,32.8,133.1,3.3,DEWA_ResearchCentre_24-766847_55-369125_COPERNICUS_S2_20190926T064629_20190926T065203_T40RCN.tif,0.339
1707,87,267,0.286,146.9,36.8,134.6,3.2,DEWA_ResearchCentre_24-766847_55-369125_COPERNICUS_S2_20191011T064811_20191011T065318_T40RCN.tif,0.411
1708,87,255,0.266,157.1,49.8,133.8,3.2,DEWA_ResearchCentre_24-766847_55-369125_COPERNICUS_S2_20191130T065231_20191130T065232_T40RCN.tif,0.342
1709,87,254,0.255,150.8,54,133.2,3.3,DEWA_ResearchCentre_24-766847_55-369125_COPERNICUS_S2_20191215T065259_20191215T070100_T40RCN.tif,0.42
1710,87,255,0.25,153.6,52.3,133.5,3.3,DEWA_ResearchCentre_24-766847_55-369125_COPERNICUS_S2_20200104T065249_20200104T065618_T40RCN.tif,0.236
1711,87,256,0.248,151.2,51.7,134.3,3.2,DEWA_ResearchCentre_24-766847_55-369125_COPERNICUS_S2_20200114T065229_20200114T065245_T40RCN.tif,0.14
1714,34,252,0.32,162.2,45.9,134.5,3.2,Dhaka_University_23-72839_90-39819_COPERNICUS_S2_20191123T043109_20191123T043720_T46QBM.tif,1.338
1715,34,249,0.307,160.5,49.4,120.1,3.6,Dhaka_University_23-72839_90-39819_COPERNICUS_S2_20191213T043149_20191213T043430_T45QZG.tif,1.321
1716,119,262,0.126,171.9,50,218.8,3.3,Dibrugarh_Univ_27-45085_94-896889_COPERNICUS_S2_20190109T042141_20190109T042619_T46RFR.tif,0.297
1717,119,294,0.159,117.7,21.9,220,3.3,Dibrugarh_Univ_27-45085_94-896889_COPERNICUS_S2_20190504T041559_20190504T042751_T46RFR.tif,0.512
1718,1536,265,0.244,128.3,27.2,102.9,9.7,Doi_Ang_Khang_19-93245_99-0454_COPERNICUS_S2_20190326T034539_20190326T035038_T47QMC.tif,0.356
1719,1536,265,0.244,128.3,27.2,102.7,4.6,Doi_Ang_Khang_19-93245_99-0454_COPERNICUS_S2_20190326T034539_20190326T035038_T47QNC.tif,0.356
1720,1536,284,0.152,86,22.1,101.5,4.5,Doi_Ang_Khang_19-93245_99-0454_COPERNICUS_S2_20190520T034541_20190520T040004_T47QNC.tif,0.239
1723,5,276,0.136,118.5,25.4,102.8,8.2,Dongsha_Island_20-698556_116-728833_COPERNICUS_S2_20200408T023549_20200408T024721_T50QMH.tif,0.811
1724,5,284,0.131,78.6,22,102.8,8.2,Dongsha_Island_20-698556_116-728833_COPERNICUS_S2_20200617T023549_20200617T024727_T50QMH.tif,0.042
1725,1601,315,0.27,132.5,22.5,233.1,3.6,DRAGON_DenverLaCasa_39-77949_-105-00518_COPERNICUS_S2_20190611T174911_20190611T180108_T13TDE.tif,0.053
1726,1601,304,0.255,131,23,234.4,3.6,DRAGON_DenverLaCasa_39-77949_-105-00518_COPERNICUS_S2_20190701T174911_20190701T175708_T13TDE.tif,0.139
1727,626,289,0.222,164.1,59.7,284.7,7.9,DRAGON_Matsumoto_36-251487_137-977832_COPERNICUS_S2_20201201T014031_20201201T014025_T54STF.tif,0.078
1728,626,333,0.24,152.5,56.4,103.6,8.4,DRAGON_Matsumoto_36-251487_137-977832_COPERNICUS_S2_20210206T012831_20210206T012831_T54STF.tif,0.06
1729,626,339,0.242,153.3,51.4,281,5.6,DRAGON_Matsumoto_36-251487_137-977832_COPERNICUS_S2_20210219T013711_20210219T014603_T53SQA.tif,0.064
1730,626,339,0.242,153.3,51.4,284.7,7.9,DRAGON_Matsumoto_36-251487_137-977832_COPERNICUS_S2_20210219T013711_20210219T014603_T54STF.tif,0.064
1731,626,342,0.235,157.5,45.6,103.5,9.9,DRAGON_Matsumoto_36-251487_137-977832_COPERNICUS_S2_20210303T012659_20210303T012654_T53SQA.tif,0.07
1732,626,346,0.227,140.1,45.7,278.9,5.6,DRAGON_Matsumoto_36-251487_137-977832_COPERNICUS_S2_20210316T013649_20210316T013652_T53SQA.tif,0.214
1733,626,333,0.224,124.1,22.3,104.5,8.5,DRAGON_Matsumoto_36-251487_137-977832_COPERNICUS_S2_20210601T012659_20210601T012656_T54STF.tif,0.099
1734,1846,337,0.221,135.2,19.7,280,5.5,DRAGON_Mt_Happo_36-696858_137-798126_COPERNICUS_S2_20210530T013651_20210530T014515_T53SQA.tif,0.049
1735,1674,343,0.234,149.2,41.2,104.6,8.5,DRAGON_Mt_Krigamine_36-09806_138-168297_COPERNICUS_S2_20200318T012659_20200318T013228_T54STF.tif,0.078
1736,1674,341,0.222,159.2,24.1,284.7,7.9,DRAGON_Mt_Krigamine_36-09806_138-168297_COPERNICUS_S2_20200425T013701_20200425T013655_T54STF.tif,0.131
1738,1674,287,0.202,136.1,36.8,105.4,9.2,DRAGON_Mt_Krigamine_36-09806_138-168297_COPERNICUS_S2_20200904T012659_20200904T012658_T53SQV.tif,0.056
1741,1674,331,0.226,123.8,22.2,104.5,8.5,DRAGON_Mt_Krigamine_36-09806_138-168297_COPERNICUS_S2_20210601T012659_20210601T012656_T54STF.tif,0.07
1742,5,337,0.438,160.9,68.8,105.8,8.1,Dunkerque_51-03535_2-368117_COPERNICUS_S2_20180205T105229_20180205T105334_T31UDS.tif,0.103
1744,5,348,0.453,164,63.9,278.6,5.4,Dunkerque_51-03535_2-368117_COPERNICUS_S2_20180218T110109_20180218T110529_T31UDS.tif,0.088
1745,5,375,0.414,156,37,280.4,5.4,Dunkerque_51-03535_2-368117_COPERNICUS_S2_20180504T105621_20180504T110230_T31UDS.tif,0.049
1748,5,341,0.339,152.4,30.8,278.6,5.4,Dunkerque_51-03535_2-368117_COPERNICUS_S2_20180708T105619_20180708T110215_T31UDS.tif,0.166
1749,5,288,0.437,154.9,61.9,105.9,8.1,Dunkerque_51-03535_2-368117_COPERNICUS_S2_20181013T105029_20181013T105334_T31UDS.tif,0.109
1750,5,282,0.395,172.7,69.9,279.3,5.4,Dunkerque_51-03535_2-368117_COPERNICUS_S2_20181115T110319_20181115T110506_T31UDS.tif,0.087
1751,5,287,0.408,161.9,73,105.8,8.1,Dunkerque_51-03535_2-368117_COPERNICUS_S2_20181122T105349_20181122T105644_T31UDS.tif,0.42
1752,5,301,0.442,168.3,75.2,105,8.1,Dunkerque_51-03535_2-368117_COPERNICUS_S2_20181217T105441_20181217T105437_T31UDS.tif,0.043
1753,5,305,0.437,159,77,105.9,8.1,Dunkerque_51-03535_2-368117_COPERNICUS_S2_20181222T105449_20181222T105444_T31UDS.tif,0.112
1754,5,307,0.434,165.9,75.6,278.1,5.3,Dunkerque_51-03535_2-368117_COPERNICUS_S2_20181225T110449_20181225T110449_T31UDS.tif,0.063
1755,5,321,0.412,165.6,73.5,277.7,5.3,Dunkerque_51-03535_2-368117_COPERNICUS_S2_20190114T110419_20190114T110644_T31UDS.tif,0.064
1757,5,349,0.454,155.8,64.9,105.8,8.1,Dunkerque_51-03535_2-368117_COPERNICUS_S2_20190220T105059_20190220T105057_T31UDS.tif,0.076
1758,5,352,0.455,163.6,62.2,278.5,5.3,Dunkerque_51-03535_2-368117_COPERNICUS_S2_20190223T110039_20190223T110040_T31UDS.tif,0.053
1759,5,375,0.449,148.5,50.6,105.8,8.1,Dunkerque_51-03535_2-368117_COPERNICUS_S2_20190401T105029_20190401T105221_T31UDS.tif,0.332
1760,5,379,0.433,161,41.2,279.7,5.3,Dunkerque_51-03535_2-368117_COPERNICUS_S2_20190419T105621_20190419T110407_T31UDS.tif,0.213
1761,5,378,0.425,153.6,40,105,8.1,Dunkerque_51-03535_2-368117_COPERNICUS_S2_20190426T105031_20190426T105613_T31UDS.tif,0.068
1762,5,377,0.421,162.3,37.7,279.9,5.3,Dunkerque_51-03535_2-368117_COPERNICUS_S2_20190429T105621_20190429T110224_T31UDS.tif,0.319
1764,5,367,0.389,157.7,31.8,279.2,5.4,Dunkerque_51-03535_2-368117_COPERNICUS_S2_20190524T105629_20190524T110120_T31UDS.tif,0.154
1765,5,355,0.36,152,30,105,8.1,Dunkerque_51-03535_2-368117_COPERNICUS_S2_20190615T105031_20190615T105149_T31UDS.tif,0.224
1766,5,350,0.353,151.3,30,279.1,5.4,Dunkerque_51-03535_2-368117_COPERNICUS_S2_20190623T105629_20190623T110629_T31UDS.tif,0.263
1767,5,344,0.344,152.8,30.2,279.1,5.4,Dunkerque_51-03535_2-368117_COPERNICUS_S2_20190703T105629_20190703T110536_T31UDS.tif,0.046
1769,5,315,0.351,160.4,39.6,105.8,8.1,Dunkerque_51-03535_2-368117_COPERNICUS_S2_20190819T105029_20190819T105032_T31UDS.tif,0.168
1770,5,313,0.355,160.8,40.6,279.1,5.4,Dunkerque_51-03535_2-368117_COPERNICUS_S2_20190822T105629_20190822T105624_T31UDS.tif,0.157
1771,5,309,0.363,158.6,42.7,280.5,5.4,Dunkerque_51-03535_2-368117_COPERNICUS_S2_20190827T105621_20190827T110526_T31UDS.tif,0.416
1773,5,293,0.402,165.9,51.2,277.9,5.3,Dunkerque_51-03535_2-368117_COPERNICUS_S2_20190921T105739_20190921T110218_T31UDS.tif,0.074
1775,5,291,0.421,171.5,73.1,278,5.3,Dunkerque_51-03535_2-368117_COPERNICUS_S2_20191130T110319_20191130T110622_T31UDS.tif,0.078
1776,5,310,0.428,168.3,75,278.1,5.3,Dunkerque_51-03535_2-368117_COPERNICUS_S2_20191230T110349_20191230T110347_T31UDS.tif,0.029
1777,5,322,0.413,178,72,105.8,8.1,Dunkerque_51-03535_2-368117_COPERNICUS_S2_20200116T105309_20200116T105304_T31UDS.tif,0.119
1778,5,332,0.43,164.2,70.4,278,5.3,Dunkerque_51-03535_2-368117_COPERNICUS_S2_20200129T110209_20200129T110442_T31UDS.tif,0.084
1779,5,363,0.46,153.9,58.4,278,5.3,Dunkerque_51-03535_2-368117_COPERNICUS_S2_20200309T105759_20200309T110524_T31UDS.tif,0.11
1780,5,371,0.455,160.8,50.9,279.7,5.3,Dunkerque_51-03535_2-368117_COPERNICUS_S2_20200324T105711_20200324T110251_T31UDS.tif,0.074
1781,5,374,0.45,157.9,48.6,105,8.1,Dunkerque_51-03535_2-368117_COPERNICUS_S2_20200331T105021_20200331T105124_T31UDS.tif,0.056
1782,5,378,0.444,159.4,45.2,278.1,5.3,Dunkerque_51-03535_2-368117_COPERNICUS_S2_20200408T105619_20200408T105743_T31UDS.tif,0.318
1783,5,375,0.413,161.7,35.7,105.9,8.1,Dunkerque_51-03535_2-368117_COPERNICUS_S2_20200505T104619_20200505T105138_T31UDS.tif,0.093
1784,5,371,0.397,160.5,32.5,278.1,5.3,Dunkerque_51-03535_2-368117_COPERNICUS_S2_20200518T105619_20200518T105952_T31UDS.tif,0.087
1787,5,353,0.357,129,35.9,105,8.1,Dunkerque_51-03535_2-368117_COPERNICUS_S2_20200619T105031_20200619T105359_T31UDS.tif,0.156
1788,5,339,0.335,140.8,34,279.7,5.3,Dunkerque_51-03535_2-368117_COPERNICUS_S2_20200712T105621_20200712T110348_T31UDS.tif,0.096
1789,5,335,0.335,153.5,32.5,105,8.1,Dunkerque_51-03535_2-368117_COPERNICUS_S2_20200719T105031_20200719T105224_T31UDS.tif,0.137
1791,5,316,0.349,139.6,44.3,105,8.1,Dunkerque_51-03535_2-368117_COPERNICUS_S2_20200818T105031_20200818T105032_T31UDS.tif,0.075
1792,5,306,0.369,169.5,43.1,280.5,5.4,Dunkerque_51-03535_2-368117_COPERNICUS_S2_20200831T105621_20200831T110453_T31UDS.tif,0.063
1793,5,297,0.387,160.3,48.7,105.8,8.1,Dunkerque_51-03535_2-368117_COPERNICUS_S2_20200912T104629_20200912T104630_T31UDS.tif,0.141
1794,5,295,0.392,163.3,49.4,278.6,5.3,Dunkerque_51-03535_2-368117_COPERNICUS_S2_20200915T105639_20200915T110515_T31UDS.tif,0.231
1796,5,290,0.424,175.8,56.1,278.5,5.3,Dunkerque_51-03535_2-368117_COPERNICUS_S2_20201005T105829_20201005T110525_T31UDS.tif,0.068
1797,5,295,0.431,180.2,73.6,105,8.1,Dunkerque_51-03535_2-368117_COPERNICUS_S2_20201206T105431_20201206T105440_T31UDS.tif,0.054
1799,5,381,0.439,158.3,42.9,105,8.1,Dunkerque_51-03535_2-368117_COPERNICUS_S2_20210415T105021_20210415T105436_T31UDS.tif,0.08
1800,5,364,0.381,153,31.4,105.9,8.1,Dunkerque_51-03535_2-368117_COPERNICUS_S2_20210530T104619_20210530T104621_T31UDS.tif,0.116
1801,5,362,0.377,152.7,31,279.1,5.4,Dunkerque_51-03535_2-368117_COPERNICUS_S2_20210602T105619_20210602T105913_T31UDS.tif,0.112
1803,5,356,0.362,152,30,105,8.1,Dunkerque_51-03535_2-368117_COPERNICUS_S2_20210614T105031_20210614T105443_T31UDS.tif,0.1
1804,5,350,0.352,151.8,29.9,105,8.1,Dunkerque_51-03535_2-368117_COPERNICUS_S2_20210624T105031_20210624T105223_T31UDS.tif,0.113
1806,5,344,0.45,156.4,66.8,105.9,8.1,Dunkerque_51-03535_2-368117_COPERNICUS_S2_20220214T105039_20220214T105033_T31UDS.tif,0.071
1807,5,363,0.46,162.5,56.9,278.9,5.4,Dunkerque_51-03535_2-368117_COPERNICUS_S2_20220309T105759_20220309T105938_T31UDS.tif,0.094
1809,205,274,0.169,79,35.5,155,2.9,Durban_UKZN_-29-817233_30-944011_COPERNICUS_S2_20190129T074151_20190129T080019_T36JTN.tif,0.15
1810,205,270,0.168,62.1,38.2,188.9,2.8,Durban_UKZN_-29-817233_30-944011_COPERNICUS_S2_20190228T073841_20190228T080137_T36JTM.tif,0.106
1811,205,270,0.168,62.1,38.2,153.7,2.9,Durban_UKZN_-29-817233_30-944011_COPERNICUS_S2_20190228T073841_20190228T080137_T36JTN.tif,0.106
1813,205,265,0.181,36.6,42,190.4,2.8,Durban_UKZN_-29-817233_30-944011_COPERNICUS_S2_20200403T073611_20200403T080644_T36JTM.tif,0.064
1815,205,267,0.255,36.2,62.7,191.7,2.8,Durban_UKZN_-29-817233_30-944011_COPERNICUS_S2_20200612T073621_20200612T080756_T36JTM.tif,0.034
1817,205,275,0.265,37.7,62.8,153.8,2.9,Durban_UKZN_-29-817233_30-944011_COPERNICUS_S2_20200707T073619_20200707T075945_T36JTN.tif,0.116
1818,205,287,0.234,42.8,56.8,285.3,8.1,Durban_UKZN_-29-817233_30-944011_COPERNICUS_S2_20200811T073621_20200811T075652_T36JUM.tif,0.123
1819,205,298,0.222,48,49.2,284.4,8.1,Durban_UKZN_-29-817233_30-944011_COPERNICUS_S2_20200905T073619_20200905T080232_T36JUM.tif,0.141
1820,205,300,0.221,44.5,44.7,286,8.2,Durban_UKZN_-29-817233_30-944011_COPERNICUS_S2_20200910T073621_20200910T080033_T36JUM.tif,0.246
1822,205,267,0.248,36.8,62.6,154.8,2.9,Durban_UKZN_-29-817233_30-944011_COPERNICUS_S2_20210607T073611_20210607T080425_T36JTN.tif,0.063
1824,205,270,0.26,32.5,60.9,286.3,7,Durban_UKZN_-29-817233_30-944011_COPERNICUS_S2_20210622T073609_20210622T080247_T36JUN.tif,0.138
1825,205,272,0.262,38.3,64.1,154.8,2.9,Durban_UKZN_-29-817233_30-944011_COPERNICUS_S2_20210627T073611_20210627T080039_T36JTN.tif,0.183
1826,205,273,0.263,37.2,63.1,284.4,8.1,Durban_UKZN_-29-817233_30-944011_COPERNICUS_S2_20210702T073619_20210702T080248_T36JUM.tif,0.079
1827,821,341,0.159,157.1,52.8,284.3,8.2,Dushanbe_38-553264_68-857911_COPERNICUS_S2_20190219T061909_20190219T062530_T42SVH.tif,0.18
1829,821,312,0.149,161,64.3,103.3,7.9,Dushanbe_38-553264_68-857911_COPERNICUS_S2_20191228T061241_20191228T061243_T42SVH.tif,0.056
1830,821,330,0.152,155.7,60.8,103.3,7.9,Dushanbe_38-553264_68-857911_COPERNICUS_S2_20200127T061121_20200127T061755_T42SVH.tif,0.181
1832,33,322,0.45,174.7,72.1,288.3,8.5,EastMalling_MO_51-29_0-44_COPERNICUS_S2_20180117T111401_20180117T111403_T30UYB.tif,0.115
1833,33,337,0.481,163.6,68.3,289.2,9.2,EastMalling_MO_51-29_0-44_COPERNICUS_S2_20180206T111231_20180206T111229_T31UCS.tif,0.169
1835,33,346,0.402,159.9,29.3,289.3,9.2,EastMalling_MO_51-29_0-44_COPERNICUS_S2_20190701T110621_20190701T111040_T31UCS.tif,0.076
1836,33,343,0.396,159.7,29.8,288.4,8.5,EastMalling_MO_51-29_0-44_COPERNICUS_S2_20200705T110621_20200705T111511_T30UYB.tif,0.05
1837,33,325,0.406,136.9,40.7,289.2,9.2,EastMalling_MO_51-29_0-44_COPERNICUS_S2_20200804T110631_20200804T111447_T31UCS.tif,0.065
1838,33,310,0.42,175,41.2,106.1,4.6,EastMalling_MO_51-29_0-44_COPERNICUS_S2_20200826T105619_20200826T105626_T30UYB.tif,0.05
1839,33,282,0.497,167.3,70,288.5,8.5,EastMalling_MO_51-29_0-44_COPERNICUS_S2_20201112T111321_20201112T111451_T30UYB.tif,0.042
1840,33,376,0.47,168,45.2,287.6,8.5,EastMalling_MO_51-29_0-44_COPERNICUS_S2_20210406T110619_20210406T111504_T30UYB.tif,0.048
1841,33,380,0.466,169.4,42.5,126.7,3.5,EastMalling_MO_51-29_0-44_COPERNICUS_S2_20210413T105619_20210413T105912_T31UCS.tif,0.145
1842,33,378,0.445,139.9,44.6,126.1,3.5,EastMalling_MO_51-29_0-44_COPERNICUS_S2_20210423T105619_20210423T105910_T31UCS.tif,0.059
1843,33,364,0.413,160.2,30.5,288.5,8.5,EastMalling_MO_51-29_0-44_COPERNICUS_S2_20210531T110621_20210531T111450_T30UYB.tif,0.12
1844,33,315,0.419,157.6,40.5,288.5,8.5,EastMalling_MO_51-29_0-44_COPERNICUS_S2_20210819T110621_20210819T111451_T30UYB.tif,0.241
1845,33,290,0.451,153.1,59.6,105,4.6,EastMalling_MO_51-29_0-44_COPERNICUS_S2_20211005T105911_20211005T110450_T30UYB.tif,0.05
1846,5,334,0.388,152.4,51.9,130.8,3.3,Easton-MDE_38-794972_-76-08425_COPERNICUS_S2_20190225T155221_20190225T155738_T18SUH.tif,0.031
1847,5,343,0.37,149.5,46.6,104.3,4.7,Easton-MDE_38-794972_-76-08425_COPERNICUS_S2_20190312T155209_20190312T155717_T18SUJ.tif,0.064
1848,5,325,0.228,119,27.8,249.2,4.1,Easton-MDE_38-794972_-76-08425_COPERNICUS_S2_20190710T154819_20190710T160105_T18SVJ.tif,0.188
1849,5,317,0.218,130,28.1,248.8,4.1,Easton-MDE_38-794972_-76-08425_COPERNICUS_S2_20190730T154819_20190730T155818_T18SVJ.tif,0.169
1850,5,341,0.251,139.8,20.9,282.6,5.8,Easton-MDE_38-794972_-76-08425_COPERNICUS_S2_20200530T154911_20200530T155345_T18SVH.tif,0.1
1851,5,299,0.224,133.8,42.3,282.5,5.8,Easton-MDE_38-794972_-76-08425_COPERNICUS_S2_20200907T154911_20200907T160006_T18SVH.tif,0.115
1852,5,294,0.247,152,42.4,247.1,4,Easton-MDE_38-794972_-76-08425_COPERNICUS_S2_20200922T154859_20200922T160118_T18SVJ.tif,0.111
1854,98,352,0.225,165.9,66.9,198.4,2.8,Edinburgh_55-923967_-3-17915_COPERNICUS_S2_20180222T113321_20180222T113315_T30UVG.tif,0.063
1855,98,381,0.264,161.6,45.5,106.7,9.5,Edinburgh_55-923967_-3-17915_COPERNICUS_S2_20180420T112121_20180420T112137_T30UVG.tif,0.053
1857,98,304,0.237,165.8,49.9,146.6,3.1,Edinburgh_55-923967_-3-17915_COPERNICUS_S2_20180905T113309_20180905T113450_T30VVH.tif,0.115
1858,98,369,0.23,163.2,60.9,108.7,10.5,Edinburgh_55-923967_-3-17915_COPERNICUS_S2_20190311T112109_20190311T112303_T30VVH.tif,0.051
1859,40,364,0.186,158.7,58.5,204.6,3,Eforie_44-075_28-632222_COPERNICUS_S2_20180217T090031_20180217T090216_T35TPJ.tif,0.145
1860,40,358,0.214,147.7,26.5,203.1,2.9,Eforie_44-075_28-632222_COPERNICUS_S2_20180523T090019_20180523T090420_T35TPJ.tif,0.118
1861,40,331,0.211,138.4,26.4,204.4,3,Eforie_44-075_28-632222_COPERNICUS_S2_20180707T085601_20180707T085802_T35TPJ.tif,0.204
1862,40,317,0.207,144.4,31.6,204.9,3,Eforie_44-075_28-632222_COPERNICUS_S2_20180806T085601_20180806T085812_T35TPJ.tif,0.092
1863,40,325,0.21,140,27.6,204.5,3,Eforie_44-075_28-632222_COPERNICUS_S2_20190717T085609_20190717T090009_T35TPJ.tif,0.122
1864,40,317,0.207,144.3,31.5,204.6,3,Eforie_44-075_28-632222_COPERNICUS_S2_20190806T085559_20190806T090029_T35TPJ.tif,0.136
1865,40,312,0.197,161.8,69,203.6,2.9,Eforie_44-075_28-632222_COPERNICUS_S2_20191209T090351_20191209T090346_T35TPJ.tif,0.044
1866,40,371,0.198,151.8,52.8,205.1,3,Eforie_44-075_28-632222_COPERNICUS_S2_20220308T085821_20220308T090331_T35TPJ.tif,0.374
1867,264,359,0.248,166.3,63.8,107,6.9,Egbert_44-231543_-79-781414_COPERNICUS_S2_20190127T161539_20190127T161533_T17TNK.tif,0.048
1868,264,376,0.261,160,51,106.9,7,Egbert_44-231543_-79-781414_COPERNICUS_S2_20190308T161119_20190308T161618_T17TNK.tif,0.071
1869,264,358,0.251,161.2,25.9,106.9,6.9,Egbert_44-231543_-79-781414_COPERNICUS_S2_20190517T160839_20190517T161127_T17TNK.tif,0.045
1870,264,346,0.238,140.9,25.8,103.1,5.2,Egbert_44-231543_-79-781414_COPERNICUS_S2_20190606T160839_20190606T161134_T17TNJ.tif,0.055
1871,264,297,0.274,166.1,57.1,106.9,7,Egbert_44-231543_-79-781414_COPERNICUS_S2_20191024T161239_20191024T161238_T17TNK.tif,0.088
1872,264,371,0.243,156.6,57.7,106.9,7,Egbert_44-231543_-79-781414_COPERNICUS_S2_20200221T161209_20200221T161205_T17TNK.tif,0.064
